,value
年化收益(组合),0.015094930153900732
年化收益(基准),-0.0229548568972735
年化超额收益,0.03894373491315073
信息比率,1.0801028305514326
最大回撤(超额),0.021035205393017207
最大回撤(组合),0.13674449056144383
年化单边换手率,3.9104685507979156
月度胜率,0.6666666666666666
回测交易日数,239.0
