,value
年化收益(组合),-0.08679860271060003
年化收益(基准),-0.0229548568972735
年化超额收益,-0.06534370112171373
信息比率,-1.891642431361658
最大回撤(超额),0.07771825980407403
最大回撤(组合),0.17197759312178934
年化单边换手率,22.137003861782045
月度胜率,0.16666666666666666
回测交易日数,239.0
