,port_ret,bench_ret
2023-01-06,0.0,0.0
2023-01-09,-0.0017852240493928528,-0.0007232975962091492
2023-01-10,-0.0007482031956374051,-0.0016460391861841599
2023-01-11,-0.005839364387775806,-0.004566361919992261
2023-01-12,-0.001744127256924111,-0.0003125632080762707
2023-01-13,0.01400773030869468,0.009221684472352332
2023-01-16,0.009076734396570162,0.010309682667972275
2023-01-17,-0.001569548788585416,-0.0008159795940338052
2023-01-18,0.00043761236542366104,0.002883738399243015
2023-01-19,0.010689547433151711,0.007915524731365964
2023-01-20,0.00821122502709008,0.00918979034580316
2023-01-30,0.00341503195766113,0.005438043804081527
2023-01-31,-4.947042901775418e-05,0.0016880813270695994
2023-02-01,0.012733398355823756,0.012810478580347402
2023-02-02,0.002382126853447331,0.0004130170471169447
2023-02-03,-0.003677063664500279,-0.004440863943040959
2023-02-06,-0.0020885381609677327,-0.004508511660484493
2023-02-07,0.005559241671231693,0.0048525211503447725
2023-02-08,-0.0062523881191083736,-0.00660483649992322
2023-02-09,0.012811659351041794,0.012166227422199206
2023-02-10,-0.00018852997967731128,-0.00023339150008144647
2023-02-13,0.0076217661446573715,0.008568089958202796
2023-02-14,0.0004072784543626195,0.0021525538255178253
2023-02-15,0.0009249141951155811,-0.00047764257281212425
2023-02-16,-0.012049052652201976,-0.01359181698156432
2023-02-17,-0.009582311621613668,-0.0061975111230668685
2023-02-20,0.020144160810737714,0.0184697013081474
2023-02-21,0.0022345821865130283,0.0066177450350786175
2023-02-22,-0.001169699890299216,-0.0012751738628358617
2023-02-23,-0.0065769369588721035,-0.0038784592304411418
2023-02-24,-0.0014080977807036424,-0.002981396408688487
2023-02-27,-0.007094250603722596,-0.006017298407838267
2023-02-28,0.011750563740364768,0.009303265627049183
2023-03-01,0.013464656319127579,0.009979344175467116
2023-03-02,-0.000305318118374641,-9.112321109070143e-05
2023-03-03,-0.001994613274172376,0.002463136184688114
2023-03-06,0.00015457069279617726,-0.001613726202500665
2023-03-07,-0.022034306463141324,-0.016813658793494935
2023-03-08,0.0074781714154009415,0.003491993535934819
2023-03-09,-0.0007547860935115547,-0.002020675890420879
2023-03-10,-0.011266753319762887,-0.013642127129532465
2023-03-13,0.009961015659028849,0.00789469966486922
2023-03-14,-0.009370301380729924,-0.009404756785488693
2023-03-15,0.0038382917631813625,0.008291889323212134
2023-03-16,-0.01115561312692301,-0.012335339516856935
2023-03-17,0.010888551498476035,0.008810025932392919
2023-03-20,-0.0038361550600366787,-0.0038586541398083485
2023-03-21,0.015395256600081852,0.009746473017865794
2023-03-22,0.008462379762854971,0.006384586825598689
2023-03-23,0.00738528484854267,0.004506249060659207
2023-03-24,0.003517063866927439,-0.0002440104310434555
2023-03-27,0.0025197954487152785,-0.001832935416822723
2023-03-28,-0.003337541338834094,-0.0034310825286167027
2023-03-29,-0.0024320309389194907,-0.004248718759852381
2023-03-30,-0.002644206274922391,0.0010777681673880563
2023-03-31,0.01678716379223514,0.009913159757167849
2023-04-03,0.015153179894246874,0.01097332435064624
2023-04-04,-0.00371006309925947,0.0014599824801010482
2023-04-06,-0.00613887409582666,-0.0012788748254172568
2023-04-07,0.012232814891460051,0.007090374390579257
2023-04-10,-0.014516086832463415,-0.009076629691769478
2023-04-11,0.0052516328253628276,0.00432505585614527
2023-04-12,0.011339854001592289,0.005574631421118581
2023-04-13,-0.005592421156930143,-0.004338441045041881
2023-04-14,0.0005523163655544727,0.0023038055586616286
2023-04-17,-0.0023578876502211438,0.005220361705896126
2023-04-18,-0.0020421534452098335,-0.0013285641798342922
2023-04-19,-0.0006447111951346645,-0.005736522177583714
2023-04-20,0.0033825097155910306,-0.0007566066842988039
2023-04-21,-0.029824611515410007,-0.022518601228743294
2023-04-24,-0.006686450461933502,-0.005612272598256696
2023-04-25,-0.014374889975610627,-0.01165446490322656
2023-04-26,-0.0033555355362284256,0.0024452553698486525
2023-04-27,0.0018425568464391553,0.002716752736449902
2023-04-28,0.0217052555738033,0.015593754588952123
2023-05-04,0.007209150565883891,0.008373087709801386
2023-05-05,-0.004009754885699913,-0.0050359758085545235
2023-05-08,0.006136853369260953,0.009050662681294508
2023-05-09,-0.009086743837937346,-0.00813052569747498
2023-05-10,-0.0029105014685287096,-0.0026412371632198103
